,term,abbr_by_first_letters
1525,колит спастический,КС
1527,флюоризация воды,ФВ
1528,аденома яичника фолликулярная,АЯФ
1529,фракционатор крови,ФК
1533,полулунная складка конъюнктивы,ПСК
1536,стимуляция сердца электрическая,ССЭ
1537,Вальсальвы опыт отрицательный,ВОО
1539,Articulares rami,AR
1542,синдром тестикулярной феминизации,СТФ
1544,фумаровая кислота,ФК
1545,Коха проба,КП
1546,Литцманна размер,ЛР
1547,цикл развития,ЦР
1548,Бумма пубитомия,БП
1549,входное отверстия,ВО
1550,вена (-ы),В(Ы
1553,Ингрехема операция,ИО
1555,рабочее место,РМ
1556,Михаэлиса аппарат,МА
1557,delirium acutum,DA
1559,эпителиома обызвествленная,ЭО
1560,атрофия мозга ограниченная предстарческая,АМОП
1562,нисходящая ветвь,НВ
1566,Черкес-Заде шина,ЧЗШ
1567,Мейленграхта синдром,МС
1568,ритм сердца четырехчленный,РСЧ
1569,Nodi lymphatici centrales,NLC
1571,невус гиперкератотический,НГ
1572,диэтиловый эфир,ДЭ
1574,гемосидероз трансфузионный,ГТ
1575,надколенник дольчатый,НД
1579,Фуа-Тевенара рефлекс осанки,ФТРО
1581,коли-индекс,КИ
1584,Брайля точечная азбука,БТА
1586,внутриутробная ломкость костей,ВЛК
1590,Riva-Rocci,RR
1591,дерматоз геморрагически-пигментный,ДГП
1593,ретикулоспинальный тракт,РТ
1595,К-митотический агент,КМА
1596,селитебная территория,СТ
1597,дерматит герпетиформный,ДГ
1600,B. m. teretis majoris,BMTM
1601,гемангиома склерозирующая,ГС
1603,зона радиоактивного загрязнения,ЗРЗ
1604,коронка зуба жакетная,КЗЖ
1605,передний канатик,ПК
1606,отпадающая оболочка,ОО
1609,Stomoxys calcitrans,SC
1611,шок психический,ШП
1612,Abductor pollicis longus,APL
1614,ренетгенополиграфическая решетка,РР
1615,древо жизни,ДЖ
1620,Напалкова доступ,НД
1621,Гиппократа черная болезнь,ГЧБ
1622,подвисочная ямка,ПЯ
1623,Рапопорта проба,РП
1625,дистрофия кожи коллоидная,ДКК
1628,Сплендоре болезнь,СБ
1630,астма сердечная,АС
1631,Бекеши теория слуха,БТС
1633,выступ лицевого канала,ВЛК
1634,Bence-Jones,BJ
1635,аналгия табетическая,АТ
1636,Вюльпиана симптом,ВС
1638,Веккера операция,ВО
1639,фарингит везикулярный,ФВ
1640,хроматографическая колонка,ХК
1641,бери-бери,ББ
1642,Intertransversarii posteriores cervicis,IPC
1643,Детиновой метод,ДМ
1644,Нохта окраска,НО
1645,подпороговый потенциал,ПП
1646,резцовое отверстие,РО
1648,отношение ткань,ОТ
1649,Бассини грыжесечение,БГ
1650,ходьба автоматическая,ХА
1651,рот клеточный,РК
1653,Q-лихорадка,QЛ
1654,Райли вирус,РВ
1657,глиома гетеротопическая,ГГ
1658,небная дужка передняя,НДП
1663,Листера повязка,ЛП
1664,реакция нейтрализации токсина,РНТ
1665,гуморальная регуляция,ГР
1666,Бойдена реакция,БР
1668,фиброма инвазивная,ФИ
1669,медицинская сестра,МС
1670,транспозиция магистральных сосудов,ТМС
1671,синдром сахарного диабета,ССД
1672,склероз нервной системы диффузный,СНСД
1673,частота рекомбинаций,ЧР
1674,Меддокса тест,МТ
1675,Кюстнера обратная реакция,КОР
1676,ашоффский первичный инфект,АПИ
1677,Грембера метод,ГМ
1678,Дугаса симптом,ДС
1682,ноготь ложкообразный,НЛ
1683,анус неперфорированный,АН
1687,"internus plexus venosus anterior (PNA,",IPVA(
1688,предлежание плода,ПП
1689,Вуаллемье перелом,ВП
1690,лимфобластоз доброкачественный острый,ЛДО
1692,Шинцингера-Маделунга способ,ШМС
1693,"Cruralis iliaca,",CI
1694,гопкалитовый патрон,ГП
1699,катаракта ложная,КЛ
1700,Грендаля эзофагогастроанастомоз,ГЭ
1702,бульбовентрикулярная петля,БП
1704,симптом объективный,СО
1705,юкстагломерулярный индекс,ЮИ
1707,борозда ушной раковины задняя,БУРЗ
1709,coitus inter mammas,CIM
1712,экватор глаза,ЭГ
1713,атрофия костная острая,АКО
1715,N-ацетилхондрозамин,NА
1716,нефрит травматический,НТ
1717,Лисфранка сустав,ЛС
1718,лихорадка фарингоконъюнктивальная,ЛФ
1719,Supraclaviculares mediates,SM
1721,Нейманна операция,НО
1723,бахромка радужки,БР
1726,Морозовой сосудистый шов,МСШ
1728,жест «снятия каски»,Ж«К
