name	mkb_code	start_year	age_category	end_year	id	abbreviation	term
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	АЛТ	аланинаминотрансфераза
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	АСТ	аспартатаминотрансфераза
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	АТР	аллерген туберкулезный рекомбинантный
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	БАС	бронхоальвеолярный смыв
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	БЛ	бактериологическая лаборатория
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	ВИЧ	вирус иммунодефицита человека
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	ВГЛУ	внутригрудные лимфатические узлы
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	ВГЛУ	внутригрудные лимфатические узлы
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	ВК	врачебная комиссия
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	ДНК	дезоксирибонуклеиновая кислота
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	ИПП	искусственный пневмоперетонеум
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	КББ	клапанная бронхоблокация
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	КУМ	кислотоустойчивые микроорганизмы
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	ЛУ	лекарственная устойчивость
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	ЛЧ	лекарственная чувствительность
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	МБТ	микобактерии туберкулеза
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	МБТК	микобактерии туберкулезного комплекса
Туберкулез у взрослых	A15-A19	2020	Взрослые	2022	16	МГМ	молекулярно-генетические методы
