,term,abbr_by_first_letters
1888,РѕР±РѕРґРѕС‡РЅРѕ-РєРёС€РµС‡РЅРѕРµ РІРґР°РІР»РµРЅРёРµ,РћРљР’
1889,Р“РµРЅР»Рµ СЌРїРёС‚РµР»РёР№,Р“Р­
1891,РіСЂР°РЅСѓР»РµРјР° РЅРѕСЃР° РЅРµРєСЂРѕС‚РёР·РёСЂСѓСЋС‰Р°СЏ,Р“РќРќ
1894,СЃРёРЅРґСЂРѕРј Р°РєСЂРѕРґРёРЅРёС‡РµСЃРєРёР№,РЎРђ
1895,СЃРєСѓР»РѕРІР°СЏ РѕР±Р»Р°СЃС‚СЊ,РЎРћ
1899,Р‘Р°С„С„РµСЃР° РѕРїРµСЂР°С†РёСЏ,Р‘Рћ
1902,РҐРѕРґР¶РєРёРЅР° Р±РѕР»РµР·РЅСЊ,РҐР‘
1903,РєСЂРѕРІСЏРЅР°СЏ РїР»Р°СЃС‚РёРЅРєР°,РљРџ
1905,РўР°СЂРЅРѕРІСЃРєРѕРіРѕ РїСЂРёР·РЅР°Рє,РўРџ
1907,СЃР°РЅС‚РѕСЂРёРЅРёРµРІР° РІС‹СЂРµР·РєР°,РЎР’
1909,СЂР°СЃРїСЂРµРґРµР»РёС‚РµР»СЊРЅС‹Р№ РїРѕСЃС‚ РІСЃРїРѕРјРѕРіР°С‚РµР»СЊРЅС‹Р№ (Р’Р Рџ),Р РџР’(
1910,РІР°РєСѓСѓРј-СЌРєСЃС‚СЂР°РєС‚РѕСЂ,Р’Р­
1911,СЂРёС‚Рј РЅРѕРґР°Р»СЊРЅС‹Р№,Р Рќ
1914,РІРѕРґСЏРЅРєР° СЃРµРјРµРЅРЅРѕРіРѕ РєР°РЅР°С‚РёРєР°,Р’РЎРљ
1916,"Volare ossis pisiformis et hamati (Barkow),",VOPEH(
1918,Р›РёСЃС„СЂР°РЅРєР° РЅРѕР¶,Р›Рќ
1919,РјР°РЅРёСЏ С‚СЂР°РЅР·РёС‚РѕСЂРЅР°СЏ,РњРў
1921,Р°РЅРіРёРѕСЌРЅРґРѕС‚РµР»РёРѕРјР° Р·Р»РѕРєР°С‡РµСЃС‚РІРµРЅРЅР°СЏ,РђР—
1922,СЂРµС‡РµРІРѕРµ РЅРµРґРµСЂР¶Р°РЅРёРµ,Р Рќ
1925,РјРѕС‡РµРІРѕР№ РїСѓР·С‹СЂСЊ С‚Р°Р±РµС‚РёС‡РµСЃРєРёР№,РњРџРў
1931,РўРµР№РєРµС‚СЃР° РїСЂРѕР±Р°,РўРџ
1934,РіРёРїРµСЂРѕСЃС‚РѕР· С„СЂРѕРЅС‚Р°Р»СЊРЅС‹Р№,Р“Р¤
1937,Р°РјРёР»РѕРёРґРЅС‹Рµ С‚РµР»СЊС†Р°,РђРў
1938,РјРµРґРёС†РёРЅР° РіРµРѕРіСЂР°С„РёС‡РµСЃРєР°СЏ,РњР“
1939,"Radialis externus primus,",REP
1940,РїР°СЂР°Р»РёС‡ РёРјРјСѓРЅРѕР»РѕРіРёС‡РµСЃРєРёР№,РџР
1942,РїСЂРѕС‚РёРІРѕРєР»РµС‰РµРІР°СЏ РѕРґРµР¶РґР°,РџРћ
1943,СЂРѕР·РµРѕР»Р° С‚РѕРєСЃРёС‡РµСЃРєР°СЏ,Р Рў
1945,Deltoideus ramus,DR
1947,Р»Р°РјРїР° РёРЅС„СЂР°РєСЂР°СЃРЅРѕРіРѕ РёР·Р»СѓС‡РµРЅРёСЏ,Р›РР
1949,РѕРїС‚РёС‡РµСЃРєР°СЏ РїР»РѕС‚РЅРѕСЃС‚СЊ,РћРџ
1951,РїР°СЂР°РЅРѕРёРґ СЃРёС‚СѓР°С†РёРѕРЅРЅС‹Р№,РџРЎ
1952,СЂР°СЃРїР°Рґ СЂРµС‡Рё,Р Р 
1956,РґРµСЃС‚СЂСѓРєС‚РёРІРЅС‹Р№ РѕС‡Р°Рі,Р”Рћ
1957,Р‘РµС‚С‚РјРµРЅР° СЃРїРѕСЃРѕР±,Р‘РЎ
1960,РІ РѕСЂРіР°РЅРёР·РјРµ,Р’Рћ
1962,РјР°Р»РёРіРЅРёР·Р°С†РёСЏ Р»СѓС‡РµРІР°СЏ,РњР›
1965,СЃРѕСЃСѓРґРёСЃС‚Р°СЏ СЃРµС‚СЊ,РЎРЎ
1968,Hortega del Rio,HDR
1970,Р СѓРЅРіРµ СЃРёРЅРґСЂРѕРј,Р РЎ
1971,СѓСЃРїРѕРєР°РёРІР°СЋС‰РёРµ СЃСЂРµРґСЃС‚РІР°,РЈРЎ
1975,Р’РѕР»РєРѕРІР° Р±РѕР»РµР·РЅСЊ,Р’Р‘
1976,Р”СЋРєРµРЅР° СЃРёРјРїС‚РѕРј,Р”РЎ
1978,РґРµРіРµРЅРµСЂР°С†РёСЏ РєРѕР¶Рё РєРѕР»Р»РѕРёРґРЅР°СЏ,Р”РљРљ
1979,СЃРёРЅРґСЂРѕРј РїР»РµС‡РµРІРѕР№,РЎРџ
1983,РјРµРґРёС†РёРЅСЃРєР°СЏ РґРѕРєСѓРјРµРЅС‚Р°С†РёСЏ,РњР”
1984,РєР°СЂРґРёРЅР°Р»СЊРЅС‹Рµ С‚РѕС‡РєРё РіР»Р°Р·Р°,РљРўР“
1985,РїРѕС‡РєР° РёСЃРєСѓСЃСЃС‚РІРµРЅРЅР°СЏ,РџР
1987,Lymphoglandulae inguinales,LI
1989,РїСЂРёРЅС†РёРї РѕС‚РєСЂС‹С‚С‹С… РґРІРµСЂРµР№,РџРћР”
1990,"Extensor pollicis minor,",EPM
1991,Р’РёР»Р»РµР±СЂР°РЅРґР° Р±РѕР»РµР·РЅСЊ,Р’Р‘
1993,"Quadratus inferior,",QI
1994,РґСѓРѕРґРµРЅР°Р»СЊРЅРѕ-РµСЋРЅР°Р»СЊРЅС‹Р№ РєР°СЂРјР°РЅ,Р”Р•Рљ
1997,"СЃРёРЅРґСЂРѕРј Р±СЂР°РґРё-, С‚Р°С…РёРєР°СЂРґРёРё","РЎР‘,Рў"
2000,Р”СЋРїСЋРёС‚СЂРµРЅР° СЌРЅС‚РµСЂРѕС‚СЂРёР±,Р”Р­
2001,Р“РѕСЂРґРµРµРІР° РёРіР»Р°,Р“Р
2002,Р±РёРѕС‚СЂР°РЅСЃС„РѕСЂРјР°С†РёСЏ Р»РµРєР°СЂСЃС‚РІРµРЅРЅРѕРіРѕ РІРµС‰РµСЃС‚РІР°,Р‘Р›Р’
2003,РїСЂРѕРґРѕР»СЊРЅРѕ-С€РёСЂРѕС‚РЅС‹Р№ РёРЅРґРµРєСЃ,РџРЁР
2005,Р¤СЂРµРЅРєРµР»СЏ СЃРёРјРїС‚РѕРј,Р¤РЎ
2007,РІР°Р»Р»РµСЂРѕРІСЃРєРѕРµ РїРµСЂРµСЂРѕР¶РґРµРЅРёРµ,Р’Рџ
2008,РљР°РјРїРѕСЃР° РјРµС‚РѕРґ,РљРњ
2012,СЃРёРјРїС‚РѕРј РѕР±РёСЂР°РЅРёСЏ,РЎРћ
2015,РѕС‚РІР»РµРєР°СЋС‰РёРµ СЃСЂРµРґСЃС‚РІР°,РћРЎ
2016,РђР°СЂРѕРЅР° СЃРёРјРїС‚РѕРј,РђРЎ
2017,Р“СЂРѕС‚С‚Р° РїСЂРёР·РЅР°Рє,Р“Рџ
2019,Р»РёР·РёСЃ РјРёРєСЂРѕР±РѕРІ,Р›Рњ
2020,РѕС‚СЂСЏРґ СЃР°РЅРёС‚Р°СЂРЅС‹С… С‚СЂР°РЅСЃРїРѕСЂС‚РѕРІ,РћРЎРў
2023,РРѕРіРёС…РµСЃР° РїСЂРѕР±Р°,РРџ
2024,"F. piriformis,",FP
2025,РјРµРґРёС†РёРЅСЃРєР°СЏ Р·Р°С‰РёС‚Р°,РњР—
2026,РіРёРїРµСЂС‚РµР»РѕСЂРёР·Рј РіР»Р°Р·РЅРѕР№ РЅР°СЃР»РµРґСЃС‚РІРµРЅРЅС‹Р№,Р“Р“Рќ
2027,РґРёСЃС‚СЂРѕС„РёСЏ РјС‹С€РµС‡РЅР°СЏ РїСЂРѕРіСЂРµСЃСЃРёСЂСѓСЋС‰Р°СЏ,Р”РњРџ
2029,"Peronaeus parvus,",PP
2030,РїРѕР»СЏ Р·Р°РїР°С…РёРІР°РЅРёСЏ,РџР—
2032,РёСЃС‚РµС‡РµРЅРёРµ СЃРµРјРµРЅРё,РРЎ
2036,РїР°С…РѕРІРѕРµ РєРѕР»СЊС†Рѕ РїРѕРґРєРѕР¶РЅРѕРµ,РџРљРџ
2038,Р”СЂРµРєСЃРµР»СЏ СЃРєР»СЏРЅРєР°,Р”РЎ
2039,Р¤РёРЅРЅРµСЏ РїРёР»РѕСЂРѕРїР»Р°СЃС‚РёРєР°,Р¤Рџ
2044,Sternoclaviculare anterius,SA
2047,СЂСѓР±СЂРѕСЃРїРёРЅР°Р»СЊРЅС‹Р№ РїСѓС‚СЊ,Р Рџ
2050,СЂРµС„Р»СЋРєСЃ РјРѕС‡РµС‚РѕС‡РЅРёРєРѕРІРѕ-РІРµРЅРѕР·РЅС‹Р№,Р РњР’
2053,Extensor pollicis longus,EPL
2054,Р±СѓРіРѕСЂРѕРє С‚СѓР±РµСЂРєСѓР»РµР·РЅС‹Р№ РјРёР»РёР°СЂРЅС‹Р№,Р‘РўРњ
2057,РїР»Р°Р·РјР° РєСЂРѕРІРё,РџРљ
2061,РІРµСЃС‚РёР±СѓР»СЏСЂРЅР°СЏ Р»РµСЃС‚РЅРёС†Р°,Р’Р›
2062,Р“Р°Р±РµСЂРјР°РЅРЅР° СЃРёРЅРґСЂРѕРј,Р“РЎ
2063,РњР°СЂРєРµР·Р°РЅРё СЃРёРЅРґСЂРѕРј,РњРЎ
2064,Meningeus ramus,MR
2065,РњРѕРЅРґРѕРЅРµР·Рё СЃРёРјРїС‚РѕРј,РњРЎ
2067,Р¤РµР»СЊРґРјР°РЅР° РїСЂРёРµРј,Р¤Рџ
2069,РіСЂСѓРґРЅР°СЏ РїРѕР»РѕСЃС‚СЊ,Р“Рџ
2071,РЁРµРґРµ РјРµС‚РѕРґ Р°СЂС‚СЂРѕС‚РѕРјРёРё,РЁРњРђ
2073,РЅРµС„СЂРѕРјР° СЌРјР±СЂРёРѕРЅР°Р»СЊРЅР°СЏ,РќР­
2074,С‚РµРѕСЂРёСЏ СЂРµРїСЂРµСЃСЃРёРё-РґРµСЂРµРїСЂРµСЃСЃРёРё,РўР Р”
2075,РќРµРіСЂРё СЃРёРЅРґСЂРѕРј,РќРЎ
2076,Р—Р°СѓСЌСЂР±СЂСѓС…Р° СЃРёРјРїС‚РѕРј,Р—РЎ
2077,РЅРѕСЃРёР»РєРё-РєР°С‚Р°Р»РєР°,РќРљ
2078,РіРѕР»РѕРІРєР° РїСЏСЃС‚РЅРѕР№ РєРѕСЃС‚Рё,Р“РџРљ
2079,РЎРµСЂР¶Р°РЅР° СЃРёРјРїС‚РѕРј,РЎРЎ
2080,РїР°СЂР°Р»РёС‡ РїР°СЂРѕРєСЃРёР·РјР°Р»СЊРЅС‹Р№,РџРџ
2085,F. axillaris,FA
2087,РїРµРїСЃРёРЅ РјРѕС‡Рё,РџРњ
2088,РјРµС‚РѕРґ Р°РіР°СЂРѕРІС‹С… СЃР»РѕРµРІ,РњРђРЎ
2089,СЃР°РЅРёС‚Р°СЂРЅРѕ-РєРѕРЅС‚СЂРѕР»СЊРЅС‹Р№ РїРѕСЃС‚,РЎРљРџ
2090,Р“РµРЅСЃР»РµРЅР° СЃРёРјРїС‚РѕРј,Р“РЎ
2091,РЁР°СЂРєРѕ-Р‘СЂРёСЃСЃРѕ СЃРёРјРїС‚РѕРј,РЁР‘РЎ
2096,РїРѕС‡РєР° РїРѕСЏСЃРЅРёС‡РЅР°СЏ,РџРџ
2097,РєР»РѕСЃС‚СЂРёРґРёРѕРїРµРїС‚РёРґР°Р·Р° A,РљA
2098,РІРЅСѓС‚СЂРµРЅРЅСЏСЏ СЃСЂРµРґР° РѕСЂРіР°РЅРёР·РјР°,Р’РЎРћ
2099,С‚Р°С…РёСЃРёСЃС‚РѕР»РёСЏ Р¶РµР»СѓРґРѕС‡РєРѕРІР°СЏ,РўР–
2101,СЃРёРЅРґСЂРѕРј Р·Р°РїСЂСѓРґС‹,РЎР—
2102,РљР°СЂРµР»Р»СЏ РјРµС‚РѕРґ,РљРњ
2103,С‚РµРјРїРµСЂР°С‚СѓСЂР° СЂР°РґРёР°С†РёРѕРЅРЅРѕ-СЌРєРІРёРІР°Р»РµРЅС‚РЅРѕ-СЌС„С„РµРєС‚РёРІРЅР°СЏ,РўР Р­Р­
2104,РґС‹С…Р°С‚РµР»СЊРЅР°СЏ РЅРµРґРѕСЃС‚Р°С‚РѕС‡РЅРѕСЃС‚СЊ,Р”Рќ
2105,РўР°РЅРЅРµСЂР° РѕРїРµСЂР°С†РёСЏ,РўРћ
2111,Р“РµСЂР±РµСЂС‚Р° СЏРјРєРё,Р“РЇ
2116,Р РѕР·РµСЂР° Р±СѓР¶,Р Р‘
2119,РїСЂРѕРіРЅРѕР· С‚СЂСѓРґРѕРІРѕР№,РџРў
2120,Р°РЅС‚РёР°РґСЂРµРЅРµСЂРіРёС‡РµСЃРєРёРµ СЃСЂРµРґСЃС‚РІР°,РђРЎ
2122,РјРµРґСѓР»Р»СЏСЂРЅС‹Р№ РІР°Р»РёРє,РњР’
2123,РљСѓСЂРІСѓР°Р·СЊРµ СЃРёРјРїС‚РѕРј,РљРЎ
2125,РїРёСЂР°РјРёРґР°Р»СЊРЅРѕРµ РІРѕР·РІС‹С€РµРЅРёРµ,РџР’
2126,СѓРіРѕР»СЊРЅС‹Р№ Р°РЅРіРёРґСЂРёРґ,РЈРђ
2127,Р’РµРЅРµР»СЏ СЃР°РїРѕРіРё,Р’РЎ
2129,РѕС‚СЃР»РѕР№РєР° СЃРѕСЃСѓРґРёСЃС‚РѕР№ РѕР±РѕР»РѕС‡РєРё,РћРЎРћ
2131,РјСЏРіРєРёР№ С€Р°РЅРєСЂ,РњРЁ
2132,РїР»РµС‡РµРІРёСЃРѕС‡РЅС‹Р№ РєРѕСЌС„С„РёС†РёРµРЅС‚,РџРљ
2133,СЃР°РЅРёС‚Р°СЂРЅР°СЏ С‡Р°СЃС‚СЊ,РЎР§
2137,Vag. tendinis m. extensoris digiti minimi,VTMEDM
2140,РІРєСѓСЃРѕРІР°СЏ С‡Р°С€РєР°,Р’Р§
2141,Р¤РѕСЂРЅРµСЏ СЃРёРЅРґСЂРѕРј,Р¤РЎ
2143,Р’Р°Р»СЊРґРјР°РЅР° РїСЂРѕР±Р°,Р’Рџ
2145,СЌРЅС†РµС„Р°Р»РѕРјРёРµР»РёС‚ РІРёР»СЋР№СЃРєРёР№,Р­Р’
2147,"Chorioidea caudalis,",CC
2148,РєСЂР°СЃРѕС‡РЅС‹Р№ РјРµС‚РѕРґ,РљРњ
2150,РіРёРїРѕРїР°СЂР°С‚РёСЂРµРѕР· РїРѕСЃР»РµРѕРїРµСЂР°С†РёРѕРЅРЅС‹Р№,Р“Рџ
2152,СЃРїРµРєС‚СЂРѕР·РѕР»СЊ-Р»Р°РјРїР°,РЎР›
2153,РґРµР»СЊС‚РѕРІРёРґРЅР°СЏ РІРµС‚РІСЊ,Р”Р’
2156,Р¶РµР»С‚РѕС‡РЅР°СЏ СЃСЂРµРґР°,Р–РЎ
2157,СѓРіСЂРё С‡РµСЂРІРµРѕР±СЂР°Р·РЅС‹Рµ,РЈР§
2158,Р Сѓ РіР°СЃС‚СЂРѕСЌРЅС‚РµСЂРѕСЃС‚РѕРјРёСЏ,Р Р“
2159,РєРѕР»Р»Р°С‚РµСЂР°Р»СЊРЅРѕРµ РІРѕР·РІС‹С€РµРЅРёРµ,РљР’
2160,Abductor digiti quinti pedis,ADQP
2161,РїРµСЂРёСЃРёРЅСѓСЃРѕРёРґРЅС‹Рµ РїСЂРѕСЃС‚СЂР°РЅСЃС‚РІР°,РџРџ
2162,РЅРѕСЃРѕРІС‹Рµ РІРµС‚РІРё Р»Р°С‚РµСЂР°Р»СЊРЅС‹Рµ,РќР’Р›
2163,РњР°СЂР±СѓСЂРіР° С‚СЂРёР°РґР°,РњРў
2167,Р°РґРµРЅРѕС„РёР±СЂРѕРјР° СЏРёС‡РєР°,РђРЇ
2168,Р»РёС€Р°Р№ РєСЂР°СЃРЅС‹Р№ РІРѕР»РѕСЃСЏРЅРѕР№ РѕС‚СЂСѓР±РµРІРёРґРЅС‹Р№,Р›РљР’Рћ
2169,Naviculare pedis os,NPO
2171,СЃСѓСЃС‚Р°РІРЅС‹Рµ РІРµС‚РІРё,РЎР’
2172,РѕС‚РµРє РљРІРёРЅРєРµ,РћРљ
2173,Р­СЃС‚Р»Р°РЅРґРµСЂР° С‚РѕСЂР°РєРѕРїР»Р°СЃС‚РёРєР°,Р­Рў
2174,Р–СЋСЃС‚РµСЂР° СЃРёРјРїС‚РѕРј,Р–РЎ
2175,Р±РµС‚Р°-РёР·Р»СѓС‡РµРЅРёРµ,Р‘Р
2176,СѓРґР°СЂРЅС‹Р№ РѕР±СЉРµРј РєСЂРѕРІРё,РЈРћРљ
2177,"Volaris profundus arcus,",VPA
2179,РЅСЋС…Р°С‚РµР»СЊРЅР°СЏ РїСЂРѕР±Р°,РќРџ
2180,Р›РѕСЂРµРЅС†Р° РїРѕР»РѕР¶РµРЅРёРµ,Р›Рџ
2181,Р°С„С„РµРєС‚РёРІРЅР°СЏ Р±СѓСЂСЏ,РђР‘
2182,Р‘РѕРЅРЅРµ СЏРіРѕРґРёС‡РЅС‹Р№ СЃРёРјРїС‚РѕРј,Р‘РЇРЎ
2183,Р°С†РёРґРѕР· РїРѕС‡РµС‡РЅС‹Р№ РєР°РЅР°Р»СЊС†РµРІС‹Р№,РђРџРљ
2184,РљСЋСЃС‚РµСЂР° РѕРїРµСЂР°С†РёСЏ,РљРћ
2185,РїРµСЂРµРґРЅРёР№ РѕС‚СЂРѕСЃС‚РѕРє,РџРћ
2186,РџРµРґР¶РµС‚Р° СЂР°Рє СЃРѕСЃРєР° РјРѕР»РѕС‡РЅРѕР№ Р¶РµР»РµР·С‹,РџР РЎРњР–
2189,Р”РµРґРµСЂР»РµР№РЅР° СЂР°Р·СЂРµР·,Р”Р 
2191,Р»Р°С‚РµСЂР°Р»СЊРЅС‹Р№ РѕС‚СЂРѕСЃС‚РѕРє,Р›Рћ
2194,Р РѕР№Р»Р°-РҐР°РЅС‚РµСЂР° РѕРїРµСЂР°С†РёСЏ,Р РҐРћ
2195,РІРѕР»С‡Р°РЅРєР° РѕР±С‹РєРЅРѕРІРµРЅРЅР°СЏ,Р’Рћ
2196,Colica media,CM
2198,Р“РµСЂРёРЅРіР° С„РµРЅРѕРјРµРЅ,Р“Р¤
2200,РїР°Р»РѕС‡РєР° РґРёР·РµРЅС‚РµСЂРёР№РЅР°СЏ,РџР”
2201,РњРёСЂРѕРЅРµРЅРєРѕ СЃРёРјРїС‚РѕРј,РњРЎ
2203,СЃРµСЂРґС†Рµ РіР»Р°Р·СѓСЂРЅРѕРµ,РЎР“
2204,РІРµРЅС‚СЂРѕСЃСѓСЃРїРµРЅР·РёСЏ РјР°С‚РєРё,Р’Рњ
2205,С€РїРѕСЂР° РїСЏС‚РѕС‡РЅР°СЏ,РЁРџ
2207,РўРµС€РµРЅРґРѕСЂС„Р° СЃРёРЅРґСЂРѕРј,РўРЎ
2208,1 РђР±Р±Рё,1Рђ
2209,С‚РµСЃС‚-РјРёРєСЂРѕР±,РўРњ
2210,РџРѕРЅСЃРµ РѕРїРµСЂР°С†РёСЏ,РџРћ
2213,РЎР°РїРїРµСЏ РІРµРЅС‹,РЎР’
2214,РїСЏС‚РѕС‡РЅС‹Рµ РІРµС‚РІРё,РџР’
2218,"Anteriora durae matris,",ADM
2219,Pubicum posterius,PP
2220,СЃРєР»РµСЂРѕРґРµСЂРјРёСЏ РґРёС„С„СѓР·РЅР°СЏ,РЎР”
2221,РљРІРёРєР° РјРµС‚РѕРґ,РљРњ
2223,СЌРїРµРЅРґРёРјРЅС‹Р№ СЃР»РѕР№,Р­РЎ
2224,СЃРёРЅРґСЂРѕРј Р°Р»СЊРІРµРѕР»СЏСЂРЅРѕ-РєР°РїРёР»Р»СЏСЂРЅРѕРіРѕ Р±Р»РѕРєР°,РЎРђРљР‘
2226,РЁРµР№РЅРёСЃР° РѕРїРµСЂР°С†РёСЏ,РЁРћ
2227,Р РѕС„Р° СЂРµР·РµРєС†РёСЏ,Р Р 
2228,"Nasales laterales,",NL
2229,РІСЂР°С‡РµР±РЅРѕ-С‚СЂСѓРґРѕРІР°СЏ СЌРєСЃРїРµСЂС‚РЅР°СЏ РєРѕРјРёСЃСЃРёСЏ,Р’РўР­Рљ
2232,РєР°СЂС‚Р° РІС‹Р±С‹РІС€РµРіРѕ РёР· СЃС‚Р°С†РёРѕРЅР°СЂР°,РљР’РРЎ
2233,РїРѕС‡РєР° РґРёСЃС‚РѕРїРёСЂРѕРІР°РЅРЅР°СЏ,РџР”
2237,"Peronaeus primus,",PP
2239,СЌСЂРёС‚РµРјР° Р“Р°РјРјРµР»Р°,Р­Р“
2240,СЂР°СЃРѕРІС‹Рµ РїСЂРёР·РЅР°РєРё,Р Рџ
2241,РЅРµРґРѕСЃС‚Р°С‚РѕС‡РЅРѕСЃС‚СЊ РґРёР°С„СЂР°РіРјС‹,РќР”
2242,РїР»РѕС‰Р°РґСЊ РІРѕРґРѕСЃР±РѕСЂР°,РџР’
2244,РіР°РЅРіР»РёРѕРЅР°СЂРЅС‹Р№ СЃР»РѕР№,Р“РЎ
2246,"Princeps cervicis,",PC
2247,Р›РµРІРµСЂР° Р±СѓР»Р»РµР·РЅС‹Р№ РїРµРјС„РёРіРѕРёРґ,Р›Р‘Рџ
2249,- СЃРј. Р“РµРјРѕРјРµС‚СЂ РіРµРјРѕРіР»РѕР±РёРЅРѕРјРµС‚СЂРёСЏ,РЎР“Р“
2250,СЃРёРЅРґСЂРѕРј Р±РµРґСЂРµРЅРЅРѕ-РїРѕР»РѕРІРѕРіРѕ РЅРµСЂРІР°,РЎР‘РџРќ
2251,РјРµС‚РµРѕСЂРѕР»РѕРіРёСЏ РјРµРґРёС†РёРЅСЃРєР°СЏ,РњРњ
2252,РќРёСЃСЃР»СЏ РјРµС‚РѕРґ,РќРњ
2253,Р›РµР№РґРёРіР° РєР»РµС‚РєР°,Р›Рљ
2254,РђРїРµР»СЊС‚Р° СЂРµР°РєС†РёСЏ,РђР 
2255,РїРµСЂРµС€РµРµРє С…СЂСЏС‰Р° СѓС…Р°,РџРҐРЈ
2261,СѓРїСЂСѓРіРѕСЃС‚СЊ РјС‹С€С†С‹,РЈРњ
2262,РЅРµРІСЂРѕРїР°С‚РѕР»РѕРіРёСЏ РІРѕРµРЅРЅР°СЏ,РќР’
2266,РґРёР»Р°С‚Р°С†РёСЏ СЃРѕСЃСѓРґРѕРІ,Р”РЎ
2268,Р‘Р°СЂСЂР°РєРµСЂР° РёРіР»РѕРґРµСЂР¶Р°С‚РµР»СЊ,Р‘Р
2272,С„РµРЅРѕРјРµРЅ Р РѕР±РёРЅР° Р“СѓРґР°,Р¤Р Р“
2273,РљРѕСЂРёРѕР»РёСЃР° СѓСЃРєРѕСЂРµРЅРёРµ,РљРЈ
2274,СЌРєС‚РѕРїРёСЏ Р·СЂР°С‡РєР°,Р­Р—
2276,РґРµР»СЊС‚РѕРІРёРґРЅРѕ-РіСЂСѓРґРЅРѕР№ С‚СЂРµСѓРіРѕР»СЊРЅРёРє,Р”Р“Рў
2277,"Intercostobrachiales (PNA,",I(
2281,РіРµРЅ-Р°РЅР°Р»РёР·Р°С‚РѕСЂ,Р“Рђ
2282,РљРѕС…РµСЂР° РґРµРєРѕСЂС‚РёРєР°С†РёСЏ,РљР”
2285,Buccales (n. facialis),B(F
2286,РїР°СЂР°Р»РёС‡ Р°Р»РєРѕРіРѕР»СЊРЅС‹Р№,РџРђ
2287,Р“Р°СЃСЃРµР»СЊРІР°РЅРґРµСЂР° СЃРїРѕСЃРѕР±,Р“РЎ
2288,Palpebrale mediale,PM
2289,СЃРёРЅРґСЂРѕРј РЅР°СЂРєРѕР»РµРїС‚РёС‡РµСЃРєРёР№,РЎРќ
2290,Р“СЋРЅС‚РµСЂР° Р±РѕР»РµР·РЅСЊ,Р“Р‘
2292,РїР°РЅРЅРёРєСѓР»РёС‚ СЃРїРѕРЅС‚Р°РЅРЅС‹Р№ Р РѕС‚РјР°РЅРЅР°,РџРЎР 
2296,РњР°Р»РµСЂР±Р° СЌРїРёС‚РµР»РёРѕРјР° РєРѕР¶Рё,РњР­Рљ
2298,С„РёСЃС‚СѓР»Р° РїСЂРѕРјРµР¶РЅРѕСЃС‚Рё,Р¤Рџ
2299,Р°РЅС‚РёРіРµРЅРЅР°СЏ РµРґРёРЅРёС†Р°,РђР•
2301,РЁС‚РёРґС‹ С‚РµРЅСЊ,РЁРў
2303,РќРµР»СЊСЃРµРЅР° РѕРєСЂР°СЃРєР°,РќРћ
2304,РіРµРЅРµС‚РёС‡РµСЃРєРёР№ С„РѕРЅ,Р“Р¤
2306,СЃРёРЅРґСЂРѕРј СЃСЂРµРґРёРЅРЅРѕРіРѕ РЅРµСЂРІР°,РЎРЎРќ
2312,РєР°С…РµРєСЃРёСЏ РЅРµСЂРІРЅР°СЏ,РљРќ
2313,Р¤РёРЅРіРµСЂР° РїСЃРµРІРґРѕС„СѓСЂСѓРЅРєСѓР»РµР·,Р¤Рџ
2317,РґРёСЃРїР»Р°Р·РёСЏ Р±РѕСЂРѕРґР°РІС‡Р°С‚Р°СЏ РґРёС„С„СѓР·РЅР°СЏ РїРёРіРјРµРЅС‚РЅР°СЏ,Р”Р‘Р”Рџ
2319,Р‘РёСЂС…РµСЂР° РіР°СЃС‚СЂРѕРїР»РёРєР°С†РёСЏ,Р‘Р“
2321,СѓСЃС‚СЊРµ РЅРёР¶РЅРµР№ РїРѕР»РѕР№ РІРµРЅС‹,РЈРќРџР’
2323,N-Р°С†РµС‚РёР»РіР»СѓС‚Р°РјРёРЅРѕРІР°СЏ РєРёСЃР»РѕС‚Р°,NРђРљ
2324,РЇРІРѕСЂСЃРєРѕРіРѕ РєР»РµС‚РєРё,РЇРљ
2325,С‚Р°Р·РѕРІС‹Р№ РІС‹С…РѕРґ,РўР’
2326,РїРѕР»РёРґРёСЃС‚СЂРѕС„РёСЏ РјРѕР·РіР° РїСЂРѕРіСЂРµСЃСЃРёСЂСѓСЋС‰Р°СЏ,РџРњРџ
2327,Р›РёС‚С‚Р»Р° СЃРёРЅРґСЂРѕРј,Р›РЎ
2329,Metatarsea perforans,MP
2330,РїРµСЂС‡Р°С‚РѕС‡РЅС‹Р№ СЃРѕРє,РџРЎ
2332,Р”Р°СЂР»РёРЅРіР° РјРµС‚РѕРґ,Р”Рњ
2333,Р–РѕС„С„СЂСѓР° СЃРёРјРїС‚РѕРј,Р–РЎ
2334,РљР°РЅР°РґР° СЃРёРЅРґСЂРѕРј,РљРЎ
2335,В«РїРµСЂС‡Р°С‚РєР° СЃРјРµСЂС‚РёВ»,В«РЎ
2337,СЃРёРЅРґСЂРѕРј РіРµРїР°С‚РѕРєР°СЂРґРёР°Р»СЊРЅС‹Р№,РЎР“
2339,СЃРёРјРїС‚РѕРј Р±РѕР»С‚Р°СЋС‰РµР№СЃСЏ РєРёСЃС‚Рё,РЎР‘Рљ
2340,Р’РѕСЏС‡РµРєР° РѕС‚РѕР»РёС‚РѕРІР°СЏ СЂРµР°РєС†РёСЏ,Р’РћР 
2345,РЈСЂР±Р°С…Р°-РћРїРїРµРЅРіРµР№РјР° СЃРёРЅРґСЂРѕРј,РЈРћРЎ
